Index Nabijacky;Index Udalosti;Cas Zaciatku;Cas Konca;CasTrvania;Miesto;Rychlost nabijania
8;31;629;660;31;28;0.83
8;32;660;681;21;28;0.83
8;33;681;713;32;28;0.83
8;34;713;725;12;28;0.83
8;35;725;737;12;28;0.83
8;36;737;749;12;28;0.83
8;37;749;760;11;28;0.83
8;38;760;795;35;28;0.83
8;39;795;818;23;28;0.83
8;40;818;830;12;28;0.83
8;41;830;832;2;28;0.83
8;42;832;837;5;28;0.83
8;43;837;850;13;28;0.83
8;44;850;865;15;28;0.83
8;45;865;877;12;28;0.83
8;46;877;880;3;28;0.83
8;47;880;883;3;28;0.83
8;48;883;885;2;28;0.83
8;49;885;899;14;28;0.83
8;50;899;910;11;28;0.83
8;51;910;922;12;28;0.83
8;52;922;929;7;28;0.83
8;53;929;940;11;28;0.83
8;54;940;943;3;28;0.83
8;55;943;945;2;28;0.83
8;56;945;959;14;28;0.83
8;57;959;970;11;28;0.83
8;58;970;980;10;28;0.83
8;59;980;1000;20;28;0.83
8;60;1000;1003;3;28;0.83
8;61;1003;1019;16;28;0.83
8;62;1019;1030;11;28;0.83
8;63;1030;1060;30;28;0.83
8;64;1060;1063;3;28;0.83
8;65;1063;1065;2;28;0.83
8;66;1065;1087;22;28;0.83
8;67;1087;1093;6;28;0.83
8;68;1093;1100;7;28;0.83
8;69;1100;1120;20;28;0.83
8;70;1120;1147;27;28;0.83
8;71;1147;1176;29;28;0.83
8;72;1176;1217;41;28;0.83
8;73;1217;1223;6;28;0.83
8;74;1223;1267;44;28;0.83
8;75;1267;1281;14;28;0.83
8;76;1281;1321;40;28;0.83
8;77;1321;1344;23;28;0.83
8;78;1344;1387;43;28;0.83
8;79;1387;1394;7;28;0.83
8;80;1394;1409;15;28;0.83
8;81;1409;1424;15;28;0.83
8;82;1424;1439;15;28;0.83
8;83;1439;1454;15;28;0.83
8;84;1454;1469;15;28;0.83
8;85;1469;1484;15;28;0.83
8;86;1484;1499;15;28;0.83
8;87;1499;1514;15;28;0.83
8;88;1514;1529;15;28;0.83
8;89;1529;1544;15;28;0.83
8;90;1544;1559;15;28;0.83
8;91;1559;1574;15;28;0.83
8;92;1574;1589;15;28;0.83
8;93;1589;1604;15;28;0.83
8;94;1604;1619;15;28;0.83
8;95;1619;1634;15;28;0.83
8;96;1634;1649;15;28;0.83
8;97;1649;1664;15;28;0.83
8;98;1664;1679;15;28;0.83
8;99;1679;1680;1;28;0.83
9;0;240;330;90;28;0.83
9;1;330;336;6;28;0.83
9;2;336;351;15;28;0.83
9;3;351;356;5;28;0.83
9;4;356;357;1;28;0.83
9;5;357;367;10;28;0.83
9;6;367;371;4;28;0.83
9;7;371;384;13;28;0.83
9;8;384;387;3;28;0.83
9;9;387;391;4;28;0.83
9;10;391;406;15;28;0.83
9;11;406;417;11;28;0.83
9;12;417;423;6;28;0.83
9;13;423;427;4;28;0.83
9;14;427;428;1;28;0.83
9;15;428;447;19;28;0.83
9;16;447;451;4;28;0.83
9;17;451;452;1;28;0.83
9;18;452;459;7;28;0.83
9;19;459;466;7;28;0.83
9;20;466;481;15;28;0.83
9;21;481;482;1;28;0.83
9;22;482;498;16;28;0.83
9;23;498;501;3;28;0.83
9;24;501;514;13;28;0.83
9;25;514;547;33;28;0.83
9;26;547;590;43;28;0.83
9;27;590;593;3;28;0.83
9;28;593;617;24;28;0.83
9;29;617;627;10;28;0.83
9;30;627;629;2;28;0.83
9;31;629;660;31;28;0.83
9;32;660;681;21;28;0.83
9;33;681;713;32;28;0.83
9;34;713;725;12;28;0.83
9;35;725;737;12;28;0.83
9;36;737;749;12;28;0.83
9;37;749;760;11;28;0.83
9;38;760;795;35;28;0.83
9;39;795;818;23;28;0.83
9;40;818;830;12;28;0.83
9;41;830;832;2;28;0.83
9;42;832;837;5;28;0.83
9;43;837;850;13;28;0.83
9;44;850;865;15;28;0.83
9;45;865;877;12;28;0.83
9;46;877;880;3;28;0.83
9;47;880;883;3;28;0.83
9;48;883;885;2;28;0.83
9;49;885;899;14;28;0.83
9;50;899;910;11;28;0.83
9;51;910;922;12;28;0.83
9;52;922;929;7;28;0.83
9;53;929;940;11;28;0.83
9;54;940;943;3;28;0.83
9;55;943;945;2;28;0.83
9;56;945;959;14;28;0.83
9;57;959;970;11;28;0.83
9;58;970;980;10;28;0.83
9;59;980;1000;20;28;0.83
9;60;1000;1003;3;28;0.83
9;61;1003;1019;16;28;0.83
9;62;1019;1030;11;28;0.83
9;63;1030;1060;30;28;0.83
9;64;1060;1063;3;28;0.83
9;65;1063;1065;2;28;0.83
9;66;1065;1087;22;28;0.83
9;67;1087;1093;6;28;0.83
9;68;1093;1100;7;28;0.83
9;69;1100;1120;20;28;0.83
9;70;1120;1147;27;28;0.83
9;71;1147;1176;29;28;0.83
9;72;1176;1217;41;28;0.83
9;73;1217;1223;6;28;0.83
9;74;1223;1267;44;28;0.83
9;75;1267;1281;14;28;0.83
9;76;1281;1321;40;28;0.83
9;77;1321;1344;23;28;0.83
9;78;1344;1387;43;28;0.83
9;79;1387;1394;7;28;0.83
9;80;1394;1409;15;28;0.83
9;81;1409;1424;15;28;0.83
9;82;1424;1439;15;28;0.83
9;83;1439;1454;15;28;0.83
9;84;1454;1469;15;28;0.83
9;85;1469;1484;15;28;0.83
9;86;1484;1499;15;28;0.83
9;87;1499;1514;15;28;0.83
9;88;1514;1529;15;28;0.83
9;89;1529;1544;15;28;0.83
9;90;1544;1559;15;28;0.83
9;91;1559;1574;15;28;0.83
9;92;1574;1589;15;28;0.83
9;93;1589;1604;15;28;0.83
9;94;1604;1619;15;28;0.83
9;95;1619;1634;15;28;0.83
9;96;1634;1649;15;28;0.83
9;97;1649;1664;15;28;0.83
9;98;1664;1679;15;28;0.83
9;99;1679;1680;1;28;0.83
10;0;240;330;90;28;0.83
10;1;330;336;6;28;0.83
10;2;336;351;15;28;0.83
10;3;351;356;5;28;0.83
10;4;356;357;1;28;0.83
10;5;357;367;10;28;0.83
10;6;367;371;4;28;0.83
10;7;371;384;13;28;0.83
10;8;384;387;3;28;0.83
10;9;387;391;4;28;0.83
10;10;391;406;15;28;0.83
10;11;406;417;11;28;0.83
10;12;417;423;6;28;0.83
10;13;423;427;4;28;0.83
10;14;427;428;1;28;0.83
10;15;428;447;19;28;0.83
10;16;447;451;4;28;0.83
10;17;451;452;1;28;0.83
10;18;452;459;7;28;0.83
10;19;459;466;7;28;0.83
10;20;466;481;15;28;0.83
10;21;481;482;1;28;0.83
10;22;482;498;16;28;0.83
10;23;498;501;3;28;0.83
10;24;501;514;13;28;0.83
10;25;514;547;33;28;0.83
10;26;547;590;43;28;0.83
10;27;590;593;3;28;0.83
10;28;593;617;24;28;0.83
10;29;617;627;10;28;0.83
10;30;627;629;2;28;0.83
10;31;629;660;31;28;0.83
10;32;660;681;21;28;0.83
10;33;681;713;32;28;0.83
10;34;713;725;12;28;0.83
10;35;725;737;12;28;0.83
10;36;737;749;12;28;0.83
10;37;749;760;11;28;0.83
10;38;760;795;35;28;0.83
10;39;795;818;23;28;0.83
10;40;818;830;12;28;0.83
10;41;830;832;2;28;0.83
10;42;832;837;5;28;0.83
10;43;837;850;13;28;0.83
10;44;850;865;15;28;0.83
10;45;865;877;12;28;0.83
10;46;877;880;3;28;0.83
10;47;880;883;3;28;0.83
10;48;883;885;2;28;0.83
10;49;885;899;14;28;0.83
10;50;899;910;11;28;0.83
10;51;910;922;12;28;0.83
10;52;922;929;7;28;0.83
10;53;929;940;11;28;0.83
10;54;940;943;3;28;0.83
10;55;943;945;2;28;0.83
10;56;945;959;14;28;0.83
10;57;959;970;11;28;0.83
10;58;970;980;10;28;0.83
10;59;980;1000;20;28;0.83
10;60;1000;1003;3;28;0.83
10;61;1003;1019;16;28;0.83
10;62;1019;1030;11;28;0.83
10;63;1030;1060;30;28;0.83
10;64;1060;1063;3;28;0.83
10;65;1063;1065;2;28;0.83
10;66;1065;1087;22;28;0.83
10;67;1087;1093;6;28;0.83
10;68;1093;1100;7;28;0.83
10;69;1100;1120;20;28;0.83
10;70;1120;1147;27;28;0.83
10;71;1147;1176;29;28;0.83
10;72;1176;1217;41;28;0.83
10;73;1217;1223;6;28;0.83
10;74;1223;1267;44;28;0.83
10;75;1267;1281;14;28;0.83
10;76;1281;1321;40;28;0.83
10;77;1321;1344;23;28;0.83
10;78;1344;1387;43;28;0.83
10;79;1387;1394;7;28;0.83
10;80;1394;1409;15;28;0.83
10;81;1409;1424;15;28;0.83
10;82;1424;1439;15;28;0.83
10;83;1439;1454;15;28;0.83
10;84;1454;1469;15;28;0.83
10;85;1469;1484;15;28;0.83
10;86;1484;1499;15;28;0.83
10;87;1499;1514;15;28;0.83
10;88;1514;1529;15;28;0.83
10;89;1529;1544;15;28;0.83
10;90;1544;1559;15;28;0.83
10;91;1559;1574;15;28;0.83
10;92;1574;1589;15;28;0.83
10;93;1589;1604;15;28;0.83
10;94;1604;1619;15;28;0.83
10;95;1619;1634;15;28;0.83
10;96;1634;1649;15;28;0.83
10;97;1649;1664;15;28;0.83
10;98;1664;1679;15;28;0.83
10;99;1679;1680;1;28;0.83
