Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
472;"981";"66";"30";99;42;1137;1148;11;3.872;5.8
473;"647";"161";"22";11;160;1140;1166;26;11.48;17.2
474;"528";"28";"21";43;25;1141;1149;8;2.953;4.4
475;"1025";"101";"31";63;42;1143;1158;15;7.213;10.8
476;"568";"432";"21";1;43;1145;1165;20;7.881;11.8
477;"676";"422";"22";160;11;1148;1173;25;11.288;16.9
478;"870";"46";"27";115;25;1150;1168;18;7.885;11.8
479;"958";"175";"29";159;42;1154;1174;20;10.305;15.5
480;"699";"18";"24";25;87;1158;1179;21;7.341;11.0
481;"677";"424";"22";11;160;1175;1201;26;11.48;17.2
482;"569";"434";"21";43;4;1176;1193;17;7.049;10.6
483;"763";"238";"24";42;82;1176;1183;7;3.226;4.8
484;"770";"264";"24";42;82;1176;1183;7;3.226;4.8
485;"871";"50";"27";25;115;1176;1193;17;7.217;10.8
486;"701";"20";"24";87;25;1185;1207;22;7.303;11.0
487;"648";"163";"22";160;42;1188;1203;15;6.423;9.6
488;"764";"240";"24";82;87;1191;1219;28;10.317;15.5
489;"771";"266";"24";82;87;1191;1219;28;10.317;15.5
490;"872";"52";"27";115;25;1200;1218;18;7.885;11.8
491;"959";"180";"29";42;14;1205;1212;7;1.734;2.6
492;"570";"436";"21";4;43;1207;1225;18;7.009;10.5
493;"960";"182";"29";14;42;1213;1221;8;3.163;4.7
494;"678";"426";"22";160;11;1223;1248;25;11.288;16.9
495;"765";"242";"24";87;82;1225;1252;27;10.53;15.8
496;"772";"268";"24";87;82;1225;1252;27;10.53;15.8
497;"961";"186";"29";42;159;1231;1254;23;11.047;16.6
498;"999";"24";"31";25;66;1234;1246;12;6.472;9.7
499;"571";"438";"21";43;1;1236;1255;19;7.961;11.9
500;"873";"57";"27";25;115;1236;1253;17;7.217;10.8
501;"703";"25";"24";25;87;1238;1259;21;7.341;11.0
502;"779";"323";"24";25;87;1238;1259;21;7.341;11.0
503;"649";"168";"22";42;160;1246;1261;15;6.139;9.2
504;"679";"428";"22";11;42;1250;1261;11;4.499;6.7
505;"982";"77";"30";42;99;1253;1263;10;4.159;6.2
506;"962";"188";"29";159;42;1259;1279;20;10.305;15.5
507;"705";"27";"24";87;42;1260;1280;20;6.717;10.1
508;"780";"325";"24";87;42;1260;1280;20;6.717;10.1
509;"874";"59";"27";115;25;1260;1278;18;7.885;11.8
510;"650";"170";"22";160;11;1263;1288;25;11.288;16.9
511;"572";"440";"21";1;43;1265;1285;20;7.881;11.8
512;"983";"80";"30";99;42;1267;1278;11;3.872;5.8
513;"766";"244";"24";82;42;1271;1280;9;2.976;4.5
514;"773";"270";"24";82;42;1271;1280;9;2.976;4.5
515;"1000";"26";"31";66;112;1281;1300;19;9.546;14.3
516;"875";"64";"27";25;115;1286;1303;17;7.217;10.8
517;"651";"172";"22";11;160;1289;1315;26;11.48;17.2
518;"767";"246";"24";42;87;1290;1309;19;6.599;9.9
519;"774";"272";"24";42;87;1290;1309;19;6.599;9.9
520;"801";"684";"24";42;82;1295;1304;9;3.226;4.8
521;"803";"688";"24";42;82;1295;1304;9;3.226;4.8
522;"573";"442";"21";43;1;1296;1315;19;7.961;11.9
523;"1001";"28";"31";112;66;1301;1320;19;10.69;16.0
524;"827";"165";"26";42;58;1303;1315;12;4.999;7.5
525;"876";"66";"27";115;49;1305;1331;26;11.856;17.8
526;"541";"162";"21";25;45;1307;1316;9;3.588;5.4
527;"768";"248";"24";87;25;1320;1342;22;7.303;11.0
528;"775";"274";"24";87;25;1320;1342;22;7.303;11.0
529;"802";"686";"24";82;42;1320;1330;10;2.976;4.5
530;"804";"690";"24";82;42;1320;1330;10;2.976;4.5
531;"1002";"30";"31";66;25;1321;1335;14;6.708;10.1
532;"542";"164";"21";45;4;1325;1354;29;7.519;11.3
533;"574";"444";"21";1;43;1326;1351;25;7.881;11.8
534;"828";"167";"26";58;42;1326;1342;16;4.682;7.0
535;"652";"174";"22";160;11;1327;1352;25;11.288;16.9
536;"680";"554";"22";42;17;1332;1336;4;0.622;0.9
537;"877";"68";"27";49;115;1332;1367;35;12.888;19.3
538;"1003";"34";"31";25;66;1344;1356;12;6.472;9.7
539;"681";"559";"22";17;160;1347;1366;19;8.041;12.1
540;"769";"252";"24";25;87;1348;1369;21;7.341;11.0
541;"776";"278";"24";25;87;1348;1369;21;7.341;11.0
542;"931";"91";"29";42;159;1351;1374;23;11.047;16.6
543;"575";"446";"21";43;25;1352;1360;8;2.953;4.4
544;"653";"176";"22";11;42;1353;1363;10;1.577;2.4
545;"978";"57";"30";42;99;1353;1363;10;4.159;6.2
546;"543";"166";"21";4;25;1355;1363;8;3.253;4.9
547;"1004";"36";"31";66;31;1357;1363;6;0.0;0.0
548;"979";"60";"30";99;42;1365;1376;11;3.872;5.8
549;"682";"561";"22";160;42;1367;1377;10;1.915;2.9
550;"878";"70";"27";115;25;1368;1383;15;6.106;9.2
551;"777";"280";"24";87;28;1370;1385;15;4.582;6.9
552;"932";"93";"29";159;42;1375;1392;17;1.835;2.8
553;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
